round,global_acc,per_client_gen_acc,agg_norm,first_mom_norm,second_mom_norm,delta_mom_norm,flash_amp,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1602,0.1602,1.1734848022460938,0.11734846979379654,0.3469635248184204,0.04255979423215727,0.12231107916948038,0.12955465587044535,0.15322829780661107,0.004506196019526849,0.032362459546925564,0.03632122625791403,0.17916666666666667,0.3034647550776583,0.05493273542600897,0.27651996947341645,0.12396694214876033,0.08284023668639054,0.5153203342618384,0.7191574724172518,0.1303030303030303,0.03308012741975006,0.2706611570247934,0.0106544901065449,0.1260688009544641,0.14457831325301204,0.2750729190038142
1,0.2103,0.2103,1.8750749826431274,0.2579291760921478,0.3928600549697876,0.22845510454363765,0.580041315845452,0.21609311740890688,0.004942848316342292,0.00244085617724371,0.042071197411003236,0.029656781072975674,0.018055555555555554,0.2789725209080048,0.2836322869955157,0.6212159755787331,0.1322314049586777,0.3502958579881657,0.520891364902507,0.4192577733199599,0.17272727272727273,0.12178387650085763,0.3167060212514758,0.0197869101978691,0.34161861205010935,0.1686746987951807,0.0527260489118241
2,0.2225,0.2225,1.8002299070358276,0.3828602135181427,0.43035322427749634,0.1539609825982812,0.3569255402139655,0.22267206477732793,0.007105344454742045,0.0026286143447239955,0.038834951456310676,0.032322559146951015,0.025,0.27419354838709675,0.2954035874439462,0.6680234037140677,0.1322314049586777,0.3727810650887574,0.49303621169916434,0.3600802407221665,0.19090909090909092,0.1340357755452095,0.31936245572609206,0.01902587519025875,0.34559554583416185,0.1686746987951807,0.09356069104779
3,0.2375,0.2375,1.7443169355392456,0.48495712876319885,0.4623616337776184,0.1345547832047078,0.29038826997335043,0.2241902834008097,0.029966017917825147,0.002816372512204281,0.038834951456310676,0.03332222592469177,0.022222222222222223,0.3455794504181601,0.28643497757847536,0.6746374968201475,0.1652892561983471,0.33727810650887574,0.5905292479108635,0.5305917753259779,0.19393939393939394,0.13305562362166135,0.3754427390791027,0.0167427701674277,0.36707098826804535,0.18072289156626506,0.07381646847655374
4,0.2614,0.2614,1.541929841041565,0.5524386763572693,0.4851968586444855,0.0928255703673133,0.19092178140786542,0.25885627530364375,0.10719802286067347,0.003379647014645137,0.042071197411003236,0.034988337220926355,0.02638888888888889,0.4133811230585424,0.2617713004484305,0.6387687611294836,0.18181818181818182,0.26627218934911245,0.6239554317548747,0.6740220661985958,0.19393939393939394,0.12717471208037245,0.41263282172373084,0.01598173515981735,0.44263273016504273,0.1566265060240964,0.06641238501234013
5,0.2793,0.2793,1.3741364479064941,0.5919580459594727,0.5019406080245972,0.06918322737437589,0.13755744966807765,0.27808704453441296,0.1606425702811245,0.0035674051821254224,0.04854368932038835,0.039986671109630126,0.030555555555555555,0.45101553166069297,0.2533632286995516,0.6283388450775884,0.17355371900826447,0.21775147928994082,0.6462395543175488,0.7321965897693079,0.20909090909090908,0.12570448419505023,0.43211334120425027,0.01598173515981735,0.4979121097633724,0.1686746987951807,0.0787525241193628
6,0.3171,0.3171,1.2453566789627075,0.6073857545852661,0.5147174596786499,0.04684144323266101,0.09082772427725931,0.29048582995951416,0.20049428483163423,0.04018024784078107,0.05501618122977346,0.07197600799733422,0.07222222222222222,0.4859617682198327,0.24719730941704035,0.6346985499872806,0.19008264462809918,0.20828402366863905,0.6573816155988857,0.7733199598796389,0.21818181818181817,0.12815486400392062,0.5653778040141676,0.1582952815829528,0.5088486776695168,0.30120481927710846,0.10208660533991475
7,0.3799,0.3799,1.1337052583694458,0.6016521453857422,0.524535596370697,0.02995337012721078,0.056995892065287566,0.31224696356275305,0.2428174235403151,0.10814870446864439,0.13592233009708737,0.11629456847717427,0.11944444444444445,0.4767025089605735,0.27242152466367714,0.5990842024930043,0.24793388429752067,0.2118343195266272,0.637883008356546,0.7321965897693079,0.28484848484848485,0.16883116883116883,0.7927981109799291,0.4969558599695586,0.5034798170610459,0.5421686746987951,0.19968588736818488
8,0.4267,0.4267,1.171818494796753,0.5832926630973816,0.5348997712135315,0.025630384660018313,0.04782682515795623,0.34058704453441296,0.2931726907630522,0.12429590687194893,0.2621359223300971,0.23758747084305232,0.19583333333333333,0.5008960573476703,0.33239910313901344,0.6242686339353855,0.3305785123966942,0.2828402366863905,0.596100278551532,0.6800401203610833,0.3424242424242424,0.25581965204606716,0.7879279811097993,0.541095890410959,0.5261483396301452,0.6144578313253012,0.3856854386358537
9,0.4812,0.4812,1.1387995481491089,0.5667797327041626,0.544265866279602,0.021169254590042347,0.038823729668761534,0.4058704453441296,0.3654618473895582,0.1686068343972963,0.2686084142394822,0.4761746084638454,0.3194444444444444,0.6072281959378734,0.3480941704035874,0.6397863139150344,0.38016528925619836,0.41183431952662725,0.5905292479108635,0.649949849548646,0.4636363636363636,0.28179367802009314,0.7001180637544274,0.5114155251141552,0.5706899980115331,0.5542168674698795,0.5521651334978686
